# These data are of tree census and sudden oak death infection from the
# Redwood Plot Network in California; collected by the 
# [Rizzo Lab](http://ucanr.edu/sites/rizzolab/) at UC Davis and compiled by 
# [Richard Cobb](mailto:rccobb@ucdavis.edu).
#
# Notes:
#
#-   3-4 tanoak had no dbh recorded. These are deleted from this set. If you 
#    notice an occasional omitted tree number; this is the cause.	
#-   DBH values were only collected in 2002
#-   Full census occurred in 2002 and 2007; observations of a subset in between
#-   Coordinates are in UTM; Zone 10
# Species Codes
# -------------
#
# ACMA	big leave maple	
# ARME	pacific madrone	
# COCO	california hazelnut	
# LIDE	tanoak	
# PSME	doughlas fir	
# QUAG	coast live oak	
# QUCH	canyon live oak	
# QUKE	california black oak	
# SESE	redwood	
# UMCA	california bay laurel
#
# Health Codes
# ------------
# 0 = Dead; not resprouting
# 1 = Healthy
# 2 = Unhealthy
# 3 = Almost dead
# 4 = Stem dead; but with live resprouts
# 5 = Missing
# 6 = Eliminated
#
Plot;Site;Easting;Northing;Tree;Species;Azimuth;Distance;Year;Health;Infected;DBH;Mortality;Status;Symptoms;Resprouting
1;Jack London State Park;539198;4245141;6;UMCA;272;9.6;2004;1;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;6;UMCA;272;9.6;2007;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;7;LIDE;261;10.9;2002;2;FALSE;2.7;0;Alive;No;0
1;Jack London State Park;539198;4245141;7;LIDE;261;10.9;2003;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;7;LIDE;261;10.9;2004;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;7;LIDE;261;10.9;2007;3;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;8;LIDE;265;11.3;2002;2;FALSE;1;0;Alive;No;0
1;Jack London State Park;539198;4245141;8;LIDE;265;11.3;2006;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;8;LIDE;265;11.3;2007;3;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;9;LIDE;267;11.5;2002;2;FALSE;2;0;Alive;No;0
1;Jack London State Park;539198;4245141;9;LIDE;267;11.5;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;10;LIDE;267;11.8;2002;2;FALSE;2;0;Alive;No;0
1;Jack London State Park;539198;4245141;10;LIDE;267;11.8;2007;3;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;11;LIDE;327;1.2;2002;0;FALSE;48;1;Dead;Yes;0
1;Jack London State Park;539198;4245141;11;LIDE;327;1.2;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;12;LIDE;347;0.8;2002;0;FALSE;1;1;Dead;Yes;0
1;Jack London State Park;539198;4245141;12;LIDE;347;0.8;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;13;LIDE;20;1.1;2002;2;FALSE;3;0;Alive;No;0
1;Jack London State Park;539198;4245141;13;LIDE;20;1.1;2005;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;13;LIDE;20;1.1;2006;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;13;LIDE;20;1.1;2007;4;FALSE;;1;Dead w/Basal Sprouts;No;1
1;Jack London State Park;539198;4245141;14;LIDE;32;5.8;2002;1;FALSE;4.9;0;Alive;No;0
1;Jack London State Park;539198;4245141;14;LIDE;32;5.8;2006;1;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;14;LIDE;32;5.8;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;15;LIDE;41;7.5;2002;0;FALSE;4.1;1;Dead;Yes;0
1;Jack London State Park;539198;4245141;15;LIDE;41;7.5;2007;4;TRUE;;1;Dead w/Basal Sprouts;Yes;1
1;Jack London State Park;539198;4245141;16;UMCA;24;7.2;2002;1;FALSE;1;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;16;UMCA;24;7.2;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;17;UMCA;19;7.5;2002;1;FALSE;3.2;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;17;UMCA;19;7.5;2003;1;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;17;UMCA;19;7.5;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;18;UMCA;12;7.5;2002;2;FALSE;1.2;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;18;UMCA;12;7.5;2003;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;18;UMCA;12;7.5;2004;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;18;UMCA;12;7.5;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;19;UMCA;19;8.2;2002;1;FALSE;2.2;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;19;UMCA;19;8.2;2003;1;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;19;UMCA;19;8.2;2004;1;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;19;UMCA;19;8.2;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;20;UMCA;7;9.4;2002;2;FALSE;1;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;20;UMCA;7;9.4;2003;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;20;UMCA;7;9.4;2005;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;20;UMCA;7;9.4;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;21;UMCA;38;8.4;2002;3;FALSE;3.5;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;21;UMCA;38;8.4;2003;3;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;21;UMCA;38;8.4;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;22;LIDE;57;7.5;2002;2;FALSE;4.1;0;Alive;No;0
1;Jack London State Park;539198;4245141;22;LIDE;57;7.5;2004;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;22;LIDE;57;7.5;2005;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;22;LIDE;57;7.5;2007;4;FALSE;;1;Dead w/Basal Sprouts;Yes;1
1;Jack London State Park;539198;4245141;23;UMCA;52;7.6;2002;2;FALSE;2;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;23;UMCA;52;7.6;2003;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;23;UMCA;52;7.6;2004;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;23;UMCA;52;7.6;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;24;UMCA;46;9.3;2002;2;FALSE;2.2;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;24;UMCA;46;9.3;2003;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;24;UMCA;46;9.3;2005;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;24;UMCA;46;9.3;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;25;UMCA;40;11.4;2002;1;FALSE;2.2;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;25;UMCA;40;11.4;2003;1;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;25;UMCA;40;11.4;2005;4;TRUE;;1;Dead w/Basal Sprouts;Yes;1
1;Jack London State Park;539198;4245141;25;UMCA;40;11.4;2007;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;26;UMCA;44;12.6;2002;1;FALSE;3;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;26;UMCA;44;12.6;2003;1;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;26;UMCA;44;12.6;2005;1;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;26;UMCA;44;12.6;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;27;UMCA;45;10.8;2002;2;TRUE;4;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;27;UMCA;45;10.8;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;28;UMCA;59;11.2;2002;2;FALSE;1.5;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;28;UMCA;59;11.2;2003;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;28;UMCA;59;11.2;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;29;SESE;60;11.7;2002;1;FALSE;61;0;Alive;No;0
1;Jack London State Park;539198;4245141;29;SESE;60;11.7;2007;1;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;30;ARME;66;10.2;2002;2;FALSE;41.8;0;Alive;No;0
1;Jack London State Park;539198;4245141;30;ARME;66;10.2;2005;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;30;ARME;66;10.2;2007;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;31;UMCA;66;10.5;2002;2;FALSE;1.5;0;Alive;No;0
1;Jack London State Park;539198;4245141;31;UMCA;66;10.5;2004;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;31;UMCA;66;10.5;2007;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;32;SESE;60;11.3;2002;1;FALSE;59;0;Alive;No;0
1;Jack London State Park;539198;4245141;32;SESE;60;11.3;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;33;SESE;71;11.3;2002;2;FALSE;12;0;Alive;No;0
1;Jack London State Park;539198;4245141;33;SESE;71;11.3;2005;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;33;SESE;71;11.3;2006;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;33;SESE;71;11.3;2007;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;34;LIDE;75;10.6;2002;2;FALSE;2.7;0;Alive;No;0
1;Jack London State Park;539198;4245141;34;LIDE;75;10.6;2007;3;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;35;UMCA;80;11.1;2002;2;TRUE;1.5;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;35;UMCA;80;11.1;2007;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;36;LIDE;82;3.1;2002;2;FALSE;2;0;Alive;No;0
1;Jack London State Park;539198;4245141;36;LIDE;82;3.1;2003;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;36;LIDE;82;3.1;2007;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;37;LIDE;100;3.3;2002;2;FALSE;1.5;0;Alive;No;0
1;Jack London State Park;539198;4245141;37;LIDE;100;3.3;2007;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;38;UMCA;114;6;2002;2;FALSE;2;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;38;UMCA;114;6;2003;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;38;UMCA;114;6;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;39;LIDE;86;5.1;2002;2;FALSE;1.5;0;Alive;No;0
1;Jack London State Park;539198;4245141;39;LIDE;86;5.1;2005;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;39;LIDE;86;5.1;2007;1;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;40;LIDE;86;5.2;2002;2;FALSE;2;0;Alive;No;0
1;Jack London State Park;539198;4245141;40;LIDE;86;5.2;2003;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;40;LIDE;86;5.2;2006;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;40;LIDE;86;5.2;2007;2;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;41;UMCA;94;11.6;2002;1;TRUE;21.5;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;41;UMCA;94;11.6;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;42;UMCA;94;12.1;2002;1;FALSE;6;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;42;UMCA;94;12.1;2007;1;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;43;UMCA;103;12.6;2002;2;TRUE;1.7;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;43;UMCA;103;12.6;2007;3;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;44;UMCA;119;6.1;2002;1;TRUE;4;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;44;UMCA;119;6.1;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;45;LIDE;132;4.4;2002;2;FALSE;3.5;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;45;LIDE;132;4.4;2007;1;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;46;LIDE;146;4.8;2002;3;FALSE;2.7;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;46;LIDE;146;4.8;2003;3;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;46;LIDE;146;4.8;2005;3;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;46;LIDE;146;4.8;2006;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;46;LIDE;146;4.8;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;47;UMCA;131;5.7;2002;1;TRUE;4.3;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;47;UMCA;131;5.7;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;48;LIDE;138;6.2;2002;2;FALSE;2.9;0;Alive;No;0
1;Jack London State Park;539198;4245141;48;LIDE;138;6.2;2005;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;48;LIDE;138;6.2;2006;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;48;LIDE;138;6.2;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;49;UMCA;16.6;6.1;2002;2;TRUE;1.5;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;49;UMCA;16.6;6.1;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;50;LIDE;15.6;6.5;2002;2;FALSE;2.5;0;Alive;No;0
1;Jack London State Park;539198;4245141;50;LIDE;15.6;6.5;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;51;LIDE;130;8.1;2002;0;FALSE;1.3;1;Dead;Yes;0
1;Jack London State Park;539198;4245141;51;LIDE;130;8.1;2007;3;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;52;UMCA;141;9.6;2002;1;TRUE;6.7;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;52;UMCA;141;9.6;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;53;UMCA;142;9.7;2002;2;FALSE;2.4;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;53;UMCA;142;9.7;2003;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;53;UMCA;142;9.7;2005;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;53;UMCA;142;9.7;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;54;UMCA;142;10.9;2002;2;FALSE;2.2;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;54;UMCA;142;10.9;2003;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;54;UMCA;142;10.9;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;55;LIDE;183;5.5;2002;2;FALSE;1.1;0;Alive;No;0
1;Jack London State Park;539198;4245141;55;LIDE;183;5.5;2003;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;55;LIDE;183;5.5;2005;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;55;LIDE;183;5.5;2007;0;FALSE;;1;Dead/Down;No;0
1;Jack London State Park;539198;4245141;56;UMCA;177;6;2002;2;TRUE;1.1;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;56;UMCA;177;6;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;57;LIDE;173;6.6;2002;0;FALSE;1;1;Dead;Yes;0
1;Jack London State Park;539198;4245141;57;LIDE;173;6.6;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;58;LIDE;173;6.7;2002;0;FALSE;1.5;1;Dead;No;0
1;Jack London State Park;539198;4245141;58;LIDE;173;6.7;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;59;UMCA;169;6.6;2002;2;TRUE;2;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;59;UMCA;169;6.6;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;60;LIDE;182;6.9;2002;0;FALSE;2;1;Dead;No;0
1;Jack London State Park;539198;4245141;60;LIDE;182;6.9;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;61;UMCA;172;8.6;2002;1;TRUE;1.8;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;61;UMCA;172;8.6;2007;3;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;62;UMCA;174;9.8;2002;1;FALSE;3.5;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;62;UMCA;174;9.8;2003;1;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;62;UMCA;174;9.8;2004;1;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;62;UMCA;174;9.8;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;63;LIDE;199;6.3;2002;2;FALSE;1.8;0;Alive;No;0
1;Jack London State Park;539198;4245141;63;LIDE;199;6.3;2004;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;63;LIDE;199;6.3;2007;3;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;64;LIDE;199;6.3;2002;0;FALSE;2.4;1;Dead;No;0
1;Jack London State Park;539198;4245141;64;LIDE;199;6.3;2007;4;FALSE;;1;Dead w/Basal Sprouts;No;1
1;Jack London State Park;539198;4245141;65;LIDE;204;6.6;2002;2;FALSE;4.6;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;65;LIDE;204;6.6;2003;2;FALSE;;0;Alive;No;0
1;Jack London State Park;539198;4245141;65;LIDE;204;6.6;2005;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;65;LIDE;204;6.6;2007;3;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;66;UMCA;199;7.5;2002;1;TRUE;3.7;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;66;UMCA;199;7.5;2007;1;FALSE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;67;LIDE;200;7.9;2002;3;FALSE;2.1;0;Alive;No;0
1;Jack London State Park;539198;4245141;67;LIDE;200;7.9;2006;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;67;LIDE;200;7.9;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;68;LIDE;187;8.1;2002;2;FALSE;1.3;0;Alive;No;0
1;Jack London State Park;539198;4245141;68;LIDE;187;8.1;2006;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;68;LIDE;187;8.1;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;69;LIDE;187;8.1;2002;2;FALSE;1.4;0;Alive;No;0
1;Jack London State Park;539198;4245141;69;LIDE;187;8.1;2004;2;TRUE;;0;Alive;Yes;0
1;Jack London State Park;539198;4245141;69;LIDE;187;8.1;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;70;LIDE;189;9.1;2002;0;FALSE;4;1;Dead;No;0
1;Jack London State Park;539198;4245141;70;LIDE;189;9.1;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;71;LIDE;189;9;2002;2;FALSE;1.5;0;Alive;No;0
1;Jack London State Park;539198;4245141;71;LIDE;189;9;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;72;LIDE;189;9;2002;0;FALSE;1.5;1;Dead;No;0
1;Jack London State Park;539198;4245141;72;LIDE;189;9;2007;5;FALSE;;1;Missing;No;0
1;Jack London State Park;539198;4245141;73;SESE;;1.2;2002;0;FALSE;5.3;1;Dead;No;0
1;Jack London State Park;539198;4245141;73;SESE;;1.2;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;74;SESE;;1.2;2002;0;FALSE;3.2;1;Dead;No;0
1;Jack London State Park;539198;4245141;74;SESE;;1.2;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;75;SESE;;1.6;2002;0;FALSE;5.4;1;Dead;No;0
1;Jack London State Park;539198;4245141;75;SESE;;1.6;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;76;SESE;;1.2;2002;0;FALSE;3;1;Dead;No;0
1;Jack London State Park;539198;4245141;76;SESE;;1.2;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;77;SESE;;1.7;2002;0;FALSE;3.3;1;Dead;No;0
1;Jack London State Park;539198;4245141;77;SESE;;1.7;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;78;SESE;;2;2002;0;FALSE;4.1;1;Dead;No;0
1;Jack London State Park;539198;4245141;78;SESE;;2;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;79;SESE;;2;2002;0;FALSE;3.8;1;Dead;No;0
1;Jack London State Park;539198;4245141;79;SESE;;2;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;80;SESE;;1;2002;0;FALSE;3.3;1;Dead;No;0
1;Jack London State Park;539198;4245141;80;SESE;;1;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;81;SESE;;2;2002;0;FALSE;7.9;1;Dead;No;0
1;Jack London State Park;539198;4245141;81;SESE;;2;2007;0;FALSE;;1;Dead;No;0
1;Jack London State Park;539198;4245141;82;SESE;;10;2002;0;FALSE;2.7;1;Dead;No;0
1;Jack London State Park;539198;4245141;82;SESE;;10;2007;0;FALSE;;1;Dead;No;0
2;Jack London State Park;539111;4245173;1;UMCA;166;8.6;2002;1;TRUE;4;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;1;UMCA;166;8.6;2007;1;FALSE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;2;UMCA;174;10.6;2002;1;FALSE;3.5;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;2;UMCA;174;10.6;2003;1;FALSE;;0;Alive;No;0
2;Jack London State Park;539111;4245173;2;UMCA;174;10.6;2004;1;TRUE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;2;UMCA;174;10.6;2007;3;FALSE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;3;LIDE;181;12.3;2002;3;FALSE;3.2;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;3;LIDE;181;12.3;2003;3;FALSE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;3;LIDE;181;12.3;2004;3;TRUE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;3;LIDE;181;12.3;2005;4;FALSE;;1;Dead w/Basal Sprouts;No;1
2;Jack London State Park;539111;4245173;3;LIDE;181;12.3;2007;4;FALSE;;1;Dead w/Basal Sprouts;Yes;1
2;Jack London State Park;539111;4245173;4;QUAG;194;11.2;2002;3;FALSE;13.4;0;Alive;No;0
2;Jack London State Park;539111;4245173;4;QUAG;194;11.2;2007;2;FALSE;;0;Alive;No;0
2;Jack London State Park;539111;4245173;5;UMCA;197;10.6;2002;1;FALSE;25.3;0;Alive;No;0
2;Jack London State Park;539111;4245173;5;UMCA;197;10.6;2005;1;TRUE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;5;UMCA;197;10.6;2007;1;FALSE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;6;SESE;196;10;2002;1;FALSE;22;0;Alive;No;0
2;Jack London State Park;539111;4245173;6;SESE;196;10;2003;1;TRUE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;6;SESE;196;10;2007;1;FALSE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;7;ACMA;196;10.4;2002;0;FALSE;11.5;1;Dead;No;0
2;Jack London State Park;539111;4245173;7;ACMA;196;10.4;2007;4;FALSE;;1;Dead w/Basal Sprouts;No;1
2;Jack London State Park;539111;4245173;8;UMCA;206;10.6;2002;2;TRUE;6.5;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;8;UMCA;206;10.6;2007;1;FALSE;;0;Alive;Yes;0
2;Jack London State Park;539111;4245173;9;LIDE;220;10.5;2002;0;FALSE;9;1;Dead;Yes;0
2;Jack London State Park;539111;4245173;9;LIDE;220;10.5;2007;5;FALSE;;1;Missing;No;0
2;Jack London State Park;539111;4245173;10;ACMA;225;11.9;2002;0;FALSE;14.7;1;Dead;No;0
2;Jack London State Park;539111;4245173;10;ACMA;225;11.9;2007;5;FALSE;;1;Missing;No;0
